id,name,category,description,wikiLinks
dwmc70,Dreamwave,mod,After dealing 250 → 750 damage  Charge Attack will release a Dreamwave  floating outwards 20m and returning to caster.  Dreamwave applies SLOW to all enemies for 10s and grants a Stack of REVERIE for each enemy affected. Each Stack grants 2% to All Damage and 2% Movement Speed  which lasts 15s.,https://remnant.wiki/Dreamcatcher
22nk8x,Dying Breath,mod,When Infused  Neutral Backdash Charge Attack explodes in a 3m AOE and leaves an ACID Cloud which lasts for 15s.,https://remnant.wiki/Gas_Giant
8uluwc,Energy Wall,mod,Deploys an energy barrier on impact with ground. Allies can shoot through Energy Wall but enemy projectiles are absorbed (up to 500 damage received). Max 1 Wall at a time. Lasts 30s.,https://remnant.wiki/Energy_Wall
7ztoh8,Energy Wave,mod,Charge Attacks use Stamina to release an energy wave projectile  allowing the wielder to strike enemies from much farther away.,https://remnant.wiki/Hero's_Sword
3xf7i2,Eulogy,mod,Recalls bolts which deal 30 → 90 damage when pulled from a target and when striking targets on their return. Recalled bolts grant 2% of Max Health.  Recalled bolts can also overfill Sorrow up to +5. Any additional bolts will be returned to reserves.,https://remnant.wiki/Sorrow
hpfdzp,Explosive Shot,mod,Fires an explosive round that deals up to 175 → 525 FIRE damage within 9m and applies BURNING  dealing 250 → 750 FIRE damage over 10s.,https://remnant.wiki/Hellfire
sccdmt,Familiar,mod,Summons Fearie Familiar to aid in combat. The Familiar selects a random enemy within 10m and slashes through them for 25 damage each attack. Familiar will select a new target when the previous one dies. Lasts 15s.,https://remnant.wiki/Familiar
yedqs6,Fargazer,mod,Calls forth an eye of Legion to gaze at the player's AIM target. For every 0.25s Fargazer focuses on a target within 25m  a stack of MADNESS Status is applied for 5s. Each stack deals 3 Damage per second. Max 10 stacks. Lasts 30s.,https://remnant.wiki/Fargazer
o1zwol,Fathomless Deep,mod,Charged Melee Hits grant Fathomless Deep which increases Melee Stagger by 10% per stack for 5s. Max 3 stacks.,https://remnant.wiki/Abyssal_Hook
5mlisj,Faultline,mod,Melee Charge attacks fire off ground-based shockwaves which deal 115 → 345 damage.,https://remnant.wiki/Stonebreaker
snlx8w,Firestorm,mod,Creates a whirling cyclone that sucks in nearby targets and applies BURNING for 10s. The center of the cyclone deals 75 FIRE damage per second. Lasts 15s.,https://remnant.wiki/Firestorm
d490vt,Fission Strike,mod,On Neutral Evade Attacks Atom Splitter achieves Nuclear Fission  releasing a wave of charged particles which deals 150 → 450 damage to targets within 20m.  Charged Neutral Evade Attacks increase range by 3x and damage by 25%.,https://remnant.wiki/Atom_Splitter
2GWpcL,Flying Bomb Trap,mod,Fires a projectile that deploys up to 5 traps after contacting the ground.  Each trap can launch a flask of deadly liquid up to 15m when an enemy travels above and will rearm once every 1.5s. Flask detonations release a 7m shockwave which deals 50 Damage and splashes targets within 4m of the center for 100 ACID Damage  applying CORRODED for 100 damage over 10s.  Lasts 20s or 10 total flask launches.,https://remnant.wiki/Flying_Bomb_Trap
x8vmra,Fracture,mod,Charge Attacks taint the blood of targets  causing all attacks from Godsplitter to register as Weakspot hits for 2s.,https://remnant.wiki/Godsplitter
D8obdv,Fusion Cannon,mod,Funnels all current Mod Charges into a powerful penetrating rail dealing 100 → 300 base damage which is increased per Charge consumed. Max 5 Charges.  Consuming a Charge refills 20% of the Primary Magazine.,https://remnant.wiki/Corrupted_Savior
kep3kb,Gravity Core,mod,Fires a highly compressed sphere which creates a large Gravity Well on contact  pulling in enemies for 4s.  When the Gravity Well expires  it deals 375 → 1125 damage within 10m. Adds 250 → 750 damage per enemy and divides total damage among all enemies.,https://remnant.wiki/Starkiller
anhbhf,Guardian's Call,mod,When Mod Power is full  Primary Fire becomes Empowered and highlights enemies it strikes.  Activating the Mod calls down a Guardian Sword on enemies struck by an Empowered Energy Disc. Swords deal 150 → 450 damage and 3x stagger within 3m.,https://remnant.wiki/Twisted_Arbalest
WzXG4x,Guardian's Fury,mod,Imbues the Arbalest with the power of Yaesha's corrupted guardian  increases Fire Rate by 20%  reduces Recoil and Sway by 25% and each disc impact with an enemy explodes over 3.5m for 69 → 207 damage. Lasts 15s.,https://remnant.wiki/Corrupted_Arbalest
vk6XTW,Harvester Bots,mod,Releases 5 Harvester Bots for 30s that seek an enemy to siphon  granting allies within 30m a stack of DRAIN.  DRAIN: Gain 1% of base damage dealt as Lifesteal per stack. Max 5 stacks.,https://remnant.wiki/Harvester_Bots
vc361n,Healing Shot,mod,Launches a payload that explodes on contact with allies  healing 35% of their max health. When no ally is struck  payload lays dormant until an ally gets close. Dormant payload lasts 30s  slowly losing healing potency over time.,https://remnant.wiki/Healing_Shot
s49h0c,Heat Sink,mod,Forces open Plasma Cutter's heat vents dispersing all heat. While active  Plasma Cutter generates 50% less heat  and ramping damage cap is increased to 3x Damage. Overheats automatically when deactivated. Lasts 20s.,https://remnant.wiki/Plasma_Cutter
vc3s1n,Heatwave,mod,Activates a 15m aura of sweltering heat  causing enemies inside the aura for 3s to begin BURNING for 250 FIRE Damage over 5s. Lasts 30s.,https://remnant.wiki/Heatwave
1mtqkk,Helix,mod,Shoots a helix of missiles  dealing 120 - 360 damage. On contact  divides into 6 smaller rockets which seek additional targets  dealing 30 - 90 damage on contact.,https://remnant.wiki/Helix
2fjw9q,Horizon Strike,mod,Charge Attacks release a wide horizontal projectile that penetrates through multiple enemies dealing 100.8 → 302.4 damage.,https://remnant.wiki/World's_Edge
9vzb9r,Hot Shot,mod,Imbues ammunition with FIRE and increases Ranged damage by 15% for 20s. Shots also apply BURNING  dealing 200 - 600 FIRE Damage over 10 seconds.,https://remnant.wiki/Hot_Shot
778jv8,Indomitable Strike,mod,Charged Attacks become INDOMITABLE.  INDOMITABLE: Grants 15% Damage Reduction  converts all damage taken to Grey Health  and prevents wielder from being staggered. Charging increases maximum damage by up to 350%.,https://remnant.wiki/Black_Greatsword
29kz6t,Javelin,mod,Charge attacks use 25 stamina to throw the spear  which returns to the wielder's hand.,https://remnant.wiki/Huntress_Spear
4hu8s0,Kilonova,mod,Charged Melee empowers the Gauntlets for 15s  increasing Standard Melee Damage by 25% and causing Charged Melee Attacks to release 8m penetrating blasts. Each blast reduces the duration.  While empowered  performing a Charged Melee Attack during a Neutral Backdash gathers power for up to 5s  then fires a DARKNESS BEAM that deals 125 → 375 Melee Damage every 0.5s. The beam duration equals its time charged  then ends Kilonova after firing.,https://remnant.wiki/Dark_Matter_Gauntlets
e4n1w4,Knight Guard,mod,Summons Knight Guard to aid in combat. The Guards hurl penetrating slashes at a random enemy dealing 15 damage. The Guards will melee enemies if close enough for 15 damage. Lasts 20s.,https://remnant.wiki/Knight_Guard
38rncx,Krell Edge,mod,Charge to throw the Krell Axe which applies OVERLOADED on hit  dealing 50 - 150 SHOCK damage every 5s for 10s. Shortly after throwing  another will appear in the wielders hand.  Costs 25 Stamina.,https://remnant.wiki/Krell_Axe
4zqfhu,Lifeline,mod,After dealing 250 - 750 damage  the next Charge Attack causes the Spirit of the Red Doe to stampede forward  dealing 160  - 480 damage to enemies and regenerating 10% Health to allies.,https://remnant.wiki/Red_Doe_Staff
aobtw7,Loathe the Weak,mod,Rapidly fires volatile needles that explode after 1.5s dealing 30 → 90 explosive damage. Deals additional damage to targets with lower health. Lasts 10s.,https://remnant.wiki/Anguish
5s9x12,Mega Drive,mod,Activate while a valid target is in-sights  marking it with quantum Entanglement. All Genesis projectiles seek to the Entanglement target after initial impact  dealing 35% of Primary Fire damage.  While active  activating can switch Entanglement target. Lasts 15s.,https://remnant.wiki/Genesis
8izb2g,Micronova,mod,Fires 5 shattered star orbs. On contact  they each explode for 75 → 225 FIRE damage  and apply 200 → 600 BURNING damage over 10s to all targets within 2.75m.  Striking the Micronova with Corrupted Aphelion's primary fire causes a chain reaction of larger and more powerful detonations which also apply the initial BURNING amount.  Generates 1 Primary Ammo on Fire.,https://remnant.wiki/Corrupted_Aphelion
wfak3h,Moonlight Barrage,mod,Empowers the Bow for 15s. Arrows apply Moonlight to enemies for 3s. Enemies struck by Crescent Moon while Moonlit release a Moon Essence which returns 1 arrow  heals 5% of Max Health  and grants 15% Fire and Reload Speed for 5s.  Basic Shots automatically become Charged Shots. Perfect Shots fire two arrows.,https://remnant.wiki/Crescent_Moon
WARGv3,Nano Phase,mod,Detonate active Nano-bots  each dealing 100 → 300 ACID damage plus an additional 25 → 75 ACID damage per Nano-bot detonated to enemies within 2m and applies CORRODED  dealing 50 → 150 damage over 10s per Nano-bot detonated.,https://remnant.wiki/Corrupted_Nebula
8ko9zz,Nano Swarm,mod,Unleash a swarm of Nanomachines that seek after enemies within 20 meters and repeatedly attack dealing 6 → 18 ACID damage per hit and applying CORRODED dealing 100 → 300 ACID damage over 10s. Lasts 15 seconds.,https://remnant.wiki/Nebula
czgb8w,Ouroboros,mod,Conjures 3 sword fragments that encircle the wielder for 30s. Performing a Melee Attack lets loose a Fragment which taints the blood of targets  causing all attacks from Deceit to register as Weakspot hits for a short period of time.  Charge Melee Attacks fire all remaining Fragments at once but they taint blood for a shorter duration for each thrown.,https://remnant.wiki/Deceit
tya9an,Overflow,mod,Imbues ammunition with SHOCK and increases Fire Rate by 15% and Reload Speed by 15% for 20 seconds. Shots also apply OVERLOADED  dealing 35 SHOCK Damage every 5s for 15s.,https://remnant.wiki/Overflow
t1ugnb,Phantom Blade,mod,Charged Melee Attacks release a Phantom that trails behind the host weapon  dealing 35% of the Harvester Scythe’s damage. Each hit of the Phantom Blade increases Melee Attack Speed and Melee Charge Speed by 6% for 5s. Max 5 stacks.,https://remnant.wiki/Harvester_Scythe
2JimAt,Power Stone,mod,Charged Melee empowers the staff for 10s  causing Melee Attacks to launch an energy bolt that seeks enemies within 30m  dealing 50 → 150 SHOCK Damage and grants 1 stack of POWER STONE. Max 10 stacks.  While empowered  Charged Melee calls a 6m shockwave dealing 75 → 225 SHOCK Damage and ends POWER STONE. For each POWER STONE stack built when ended  release 1 energy bolt that seeks a random enemy and applies OVERLOADED  dealing 50 → 150 SHOCK damage every 5s for 10s.,https://remnant.wiki/Crystal_Staff
vtcg3o,Prismatic Driver,mod,Fires a superheated beam which deals 25 Mod Damage per second. Sustaining the beam on a target causes an explosion which deals 150 Mod damage in a 3m AOE,https://remnant.wiki/Prismatic_Driver
geb8ho,Reaver,mod,Increases Melee Damage by 10% if the target is suffering from a Negative Status Effect.,https://remnant.wiki/Ritualist_Scythe
Rix6Sr,Recoil Dampener,mod,Activation stabilizes Monorail  increasing Charge Speed by 25% and reducing Recoil and Sway by 75%. Lasts 20s.  Additional  for each 5% of the Charge Meter filled upon firing  gain 1% Critical Chance and Critical Damage. Max 20%.,https://remnant.wiki/Monorail
4rdl8r,Ring of Spears,mod,Calls forth 7 Phantom Spears to encircle the wielder for 25s. Deals up to 35 damage per second to nearby enemies  based on the number of spears remaining in the ring.  While active  spears can be thrown by reactivating the Mod. Spears deal 100 and will remain at their impact point for the duration of the Mod.  Holding the Mod Button recalls embedded Spears  dealing 50 damage to enemies along their path. When all recalled spears return  they cause an Explosion dealing up to 350 damage based on the number of spears recalled.,https://remnant.wiki/Ring_of_Spears
nfw6ja,Rootlash,mod,Launches a projectile which summons a Root Tentacle. Tentacles deal 30 - 90 damage and steal 1.5% of the hero's Max Health per hit. Lasts 20s. (Max 2),https://remnant.wiki/Rootlash
vgin4w,Rotted Arrow,mod,Fires a rotten arrow that deals 75 - 225 Base Damage with a 125% bonus Weakspot modifier. Detonates for another 100 - 300 damage within 1.5m.,https://remnant.wiki/Rotted_Arrow
ozNPv9,Sandstorm,mod,Launch a sphere of loam. Impact creates a 5m swirling storm of sand which seeks to center itself on an enemy and deals 45 → 135 Elemental damage per second. When Sandstorm's focused target dies  it will seek a new enemy within 10m. Lasts 15s.,https://remnant.wiki/Monolith
hcv400,Scrap Shot,mod,Fires a canister that releases Caltrops over an area of 6m. Caltrops apply SLOW and BLEEDING to enemies  dealing 400 - 1 200 damage over 10s. Lasts 10s.,https://remnant.wiki/Scrap_Shot
4aeebu,Screamer,mod,Fires a high-powered rocket that deals up to 200 → 600 damage within 2.5m.,https://remnant.wiki/Meridian
z9e8qq,Shatterstar,mod,Imbues ammunition with FIRE. Hits apply BURNING  which deals 250 → 750 FIRE damage over 10 seconds. Lasts 20s.  Hitting an enemy causes the shot to fragment  striking enemies within 7m for 30% of the initial damage dealt and also apply BURNING. Lasts 20s.,https://remnant.wiki/Savior
DUs5M2,Shielding Shot,mod,Launches a payload that bursts on contact with allies  applying a SHIELD for 25% of their Max Health for 15s. Max 50% SHIELD. When no ally is struck  payload lays dormant until an ally gets close. Dormant payload lasts 30s and slowly loses Shield potency over time.,https://remnant.wiki/Shielding_Shot
cpvech,Skewer 2.0,mod,Fires a Wretched Spear which embeds itself on contact. Spears deal 125 damage on hit  rapidly dividing inside the target until bursting  dealing 140 damage to all targets within 3m. Spears embedded in the environment remain in place for 10s.,https://remnant.wiki/Skewer_2.0
edm644,Song of Eafir,mod,Fires a shot infused with the binding power of the Song of Eafir. Staggers most ground enemies within 10m and deals 150 → 450 damage to Flying enemies within the same range.  The song continues for 15s  afflicting targets within 15m with SLOW reducing their damage by 10%.,https://remnant.wiki/Song_of_Eafir
imk8xh,Soul Brand,mod,Applies Soul Brand to all enemies within 25m which lasts 25s. Enemies killed while bearing the Soul Brand leave behind an Echo which lasts 10s before returning to the Nightmare Realm.  Echoes are drawn to any survivor who walks within 3m  granting 20% of Max Health on contact.,https://remnant.wiki/Rune_Pistol
5bb0mv,Soulbinder,mod,Fires a projectile that attaches to the enemy dealing 40 damage. Enemies within 7m become bound to the primary target after impact and share 60% of damage dealt to them. Lasts 15s.,https://remnant.wiki/Soulbinder
4wd3gm,Space Crabs,mod,Launch an alien egg that bursts on impact  releasing 5 Space Crabs. Crabs follow the caster  leaping towards enemies within 4m  and exploding  dealing 60 - 180 damage each.,https://remnant.wiki/Space_Crabs
9fi67v,Spore Shot,mod,Fires a rotten spore that releases a specialized gas cloud over 6m. Applies SLOW to enemies while dealing 15 → 45 damage per second for 7s. Grants HASTE to allies  which lasts 5s after leaving the cloud.,https://remnant.wiki/Sporebloom
j9wkb3,Starfall,mod,Fires a magical arrow which deals 30 → 90 damage and opens a 7m portal that rains down star fragments. Each fragment deals 50 → 150 damage within 2m. Last 6s.,https://remnant.wiki/Sagittarius
rer73h,Stasis Beam,mod,Fires a beam which deals 15 - 45 damage per second  and applies SLOW Debuff. After 2s of application to an enemy  SLOW becomes STASIS  freezing the target in place for 10s.,https://remnant.wiki/Stasis_Beam
9rxk65,Supernova,mod,Fires the compressed remains of a dying star. On contact  explodes for 150 → 450 FIRE damage  and 350 → 1050 BURNING damage over 10s to all targets within 4m.  Striking the Supernova with Aphelion's primary fire spawns a massive shockwave which greatly increases the area of effect  total damage  and applies the initial BURNING amount.  Generates 1 Primary Ammo on Fire.,https://remnant.wiki/Aphelion
nn1q6k,Time Lapse,mod,Creates a 6m blast which freezes all standard enemies for 7s.  Dealing damage to frozen enemies immediately breaks the Time Lapse effect  applying SLOW for the remaining duration.,https://remnant.wiki/Time_Lapse
g6glpj,Tremor,mod,Fires a projectile that cracks the ground and spawns shockwaves that deal 75 damage Within 9m for 6s. Shockwaves inflict 3x impact.,https://remnant.wiki/Tremor
0ycjs9,Voidlight,mod,Launches a projectile that releases Voidlight which remains dormant for 10s. While active  aborbs other damage sources.  After expiration  explodes and fires up to 5 protectiles which home in on enemies within 15m. Projectiles deal 250 → 750 Mod Damage split among enemies hit  dealing an additional 150 → 450 per 100 Base Damage absorbed. Max 5x.,https://remnant.wiki/Voidlight
wjopwy,Voltaic Rondure,mod,Launches a slow-moving orb that pulses every 0.5s  striking enemies within 3m for 20 → 60 SHOCK damage and applying OVERLOADED  dealing 25 → 75 SHOCK damage every 5s for 15s. The orb lasts 20s.  Repeatedly damaging the orb overcharges it  increasing its radius. Overcharged orb deals 50% increased pulse damage.,https://remnant.wiki/Voltaic_Rondure
2y6xm7,Whirlwind,mod,Performing a Charged Melee Attack during a Neutral Backdash creates a Whirlwind of slashes which strike all enemies within 8m for 91 → 273 damage.,https://remnant.wiki/Spectral_Blade
9jwTXR,Will of the Wisp,mod,Launches a Wisp that uniquely seeks to one anchored primary fire bolt location. Bolts anchored to enemies deal 100 → 300 damage per Wisp. Bolts anchored to allies heal 10% Max Health per Wisp. Bolts are consumed when impacted by a Wisp.,https://remnant.wiki/Corrupted_Sorrow
82v8kz,Windfall,mod,Fires a ring of spinning blades which penetrates targets as it travels up to 20m before returning to the weapon. While traveling  activating Windfall again causes the projectile to spin in place for up to 3s. Activating it once more will recall it.  Enemies struck by the Windfall obtain Tainted Blood for 3s causing all attacks from Deceit to trigger as Weakspot hits.,https://remnant.wiki/Corrupted_Deceit
ggf5qe,Witchfire,mod,Fires a highly volatile projectile that explodes to leave a line of flaming terrain. Deals 55 FIRE Damage per second  and applies BURNING  dealing 200 damage over 10s. Lasts 5s.,https://remnant.wiki/Witchfire
f9tqot,Bandit,mutator,On hit  grants a 10% - 30% chance to return spent Ammo directly into the magazine of this weapon.  Bows: On hit  grants a 10% - 30% chance to return spent Ammo back into the reserves of this weapon.. At Max Level: When Ammo is returned to this weapon  it gains 10% increased Fire Rate for 3s. Duration can increase up to 10s.,https://remnant.wiki/Bandit_(Mutator)
n5zhws,Battery,mutator,Increases Weakspot Damage by 10% - 20% for every 400 Mod Power Spent by the attached weapon's mod. Max 3 stacks. Lasts 10s.. At Max Level: At Max Stacks  gain 10% Critical Chance on Weakspot Hits.,https://remnant.wiki/Battery
y5hY8J,Battle Mage,mutator,Skill activation grants Mage Strike for 10s  increasing Melee Mod Generation by 25% - 50%.. At Max Level: Mage Strike also increases Melee Damage by 15%.,https://remnant.wiki/Battle_Mage
8lg493,Bottom Heavy,mutator,Grants 7% Fire Rate. Increases 1% - 2% for every 10% of Magazine missing.. At Max Level: Reload Speed is increased by 1.5% per 10% Magazine missing.,https://remnant.wiki/Bottom_Heavy
cr22cp,Bulletweaver,mutator,Mod use increases Fire Rate of this weapon by 10% - 20%  for 15s.. At Max Level: Increases Mod Generation for this weapon by 15%.,https://remnant.wiki/Bulletweaver
77hc49,Charged Wounds,mutator,Increases this weapon's Fire Rate and Reload Speed by 2.5% → 5% per OVERLOADED entity within 15m. Max 5 stacks.. At Max Level: This weapon's Ranged Weakspot and Ranged Critical Hits apply OVERLOADED  dealing 75 → 225 SHOCK damage over 10s.,https://remnant.wiki/Charged_Wounds
ssvo08,Deadly Calm,mutator,Continuously Aiming increases Ranged Damage by up to 10% - 25% over 3s.. At Max Level: Ranged Critical Hit Chance increased by 10%.,https://remnant.wiki/Deadly_Calm
9htayl,Dervish,mutator,Increases Melee Damage by 20% - 40% for 10s when activating a Skill.. At Max Level: After dealing 350 base Melee damage  reduce Skill Cooldowns by 3%.,https://remnant.wiki/Dervish
fgs17j,Detonator,mutator,Each 10% of this weapon's magazine spent  cause an explosion for 5 Explosive Damage to targets within 0.5m of impact location.. At Max Level: Increases this weapon's explosive damage by 20%.,https://remnant.wiki/Detonator
3kadzw,Disengage,mutator,Melee Strikes increase the damage of the next Backdash Evade Attack by 5% - 15%. Max 3 Stacks. Lasts 7.5s.. At Max Level: Perfect Neutral Evades grant 3 stacks.,https://remnant.wiki/Disengage
zcqbti,Dreadful,mutator,Increases Ranged Damage by 1% - 2% for every 5% of total Health present as Grey Health. Max 20% increase.. At Max Level: Increases Reload Speed for this weapon by 25% while Grey Health is present.,https://remnant.wiki/Dreadful
mpxowx,Edgelord,mutator,Increases Melee Charge Speed by 15% - 35% and Melee Attack Speed by 10%.. At Max Level: Gain 3% of based Charged Melee Damage dealt as Lifesteal.,https://remnant.wiki/Edgelord
pynv5l,Executor,mutator,Charged Melee Attacks increase the duration of Negative Status Effects on enemies by 10% - 30% of the original duration. Cannot exceed original max duration.. At Max Level: Increases Melee Charge Speed and Melee Attack Speed by 5% per entity within 20m with a Negative Status Effect. Max 4 stacks.,https://remnant.wiki/Executor
pszxmh,Extender,mutator,Increases Magazine Capacity of this weapon by 20% - 45%.  Bows: Increases Reserve Size of this weapon by 20% - 45%.. At Max Level: Increases Reload Speed of this weapon by 20%.,https://remnant.wiki/Extender
0xx8tz,Failsafe,mutator,Attached Mod deals 10% - 25% additional Mod Damage.. At Max Level: Attached Mod use gains a 15% chance to not consume charge.,https://remnant.wiki/Failsafe
QJdhx2,Far-Sighted,mutator,Increases Ranged Damage of this weapon by 1.25% - 2.5% for every 2.5m from the shooter to the target. Max 25%.. At Max Level: Increases this weapon's Ideal  Falloff  and Max Range by 5m.,https://remnant.wiki/Far-Sighted
75qok3,Feedback,mutator,Using this weapon's Mod generates 10% - 20% of single charge value as passive Mod Power over 10s. Does not stack.. At Max Level: Mod Damage generates 15% of Base Damage dealt as Mod Power.,https://remnant.wiki/Feedback
b07g02,Fetid Wounds,mutator,Increases Critical Chance of this weapon by 1% - 3% per unique Negative Status Effect on the enemy. Max 15% increase.. At Max Level: This weapon's Ranged Weakspot and Ranged Critical Hits apply CORRODED  dealing 75 CORROSIVE damage over 10s.,https://remnant.wiki/Fetid_Wounds
85c7yj,Ghost Shell,mutator,Every 3rd consecutive Weakspot Hits deals 20% - 40% additional damage.. At Max Level: Increases Weakspot Critical Chance by 15%.,https://remnant.wiki/Ghost_Shell
N4LpPR,Gladiator,mutator,While brandishing a Melee Weapon  receiving Enemy Damage increases Melee Damage by 25% - 50% for 5s.. At Max Level: Receiving Enemy Damage while brandishing a Melee Weapon grants 1 stack of BULWARK for 5s.,https://remnant.wiki/Gladiator
961d6v,Guts,mutator,Increases Melee Critical Chance by 5% - 25% when Grey Health is present.. At Max Level: Increases Melee Critical Damage by 0.5% for every 1% of Grey Health.,https://remnant.wiki/Guts
jyl055,Harmonizer,mutator,Attached Mod deals 10% - 20% additional Mod Damage.. At Max Level: Generate 25% additional Mod Power for Stowed Weapon.,https://remnant.wiki/Harmonizer
9154v1,Hidden Power,mutator,Increases the attached weapon's Ranged Damage by 15% → 25% after being stowed for 2s. Lasts 7s upon being brandished.. At Max Level: Automatically reloads the attached weapon after being stowed for 2s.,https://remnant.wiki/Hidden_Power
mh4scd,Hyper Charger,mutator,Increases Charged Melee Stamina Cost by 65%. Increases Charged Melee Damage by 25% → 50%.. At Max Level: Charged Melee Hits increase Stamina Recovery Rate by 100% for 3s.,https://remnant.wiki/Hyper_Charger
mkbquc,Ingenuity,mutator,Reduces the Heat Generation of this weapon by 10% - 30%.. At Max Level: Reload Speed is increased up to 55% based on this weapon's Heat accumulation.,https://remnant.wiki/Ingenuity
9x521w,Insulator,mutator,Spending 20% of this weapon's magazine grants a SHIELD for 5% of Max Health for 10s. Max 25% SHIELD.. At Max Level: Increases Ranged Critical Chance for this weapon by 10% when SHIELD is above 10% of Max Health.,https://remnant.wiki/Insulator
rzfptj,Kill Switch,mutator,Switching to this weapon creates an Explosive Burst which deals 50 - 250 Damage to all enemies within 7m.  Can only happen once every 10s.. At Max Level: This weapon's kills with any Explosive Damage reduce Kill Switch cooldown by 1s.,https://remnant.wiki/Kill_Switch
nft2cp,Latency,mutator,Melee Weapons with special abilities which become readied by dealing Melee Damage require 10% - 35% less damage to charge.. At Max Level: Increases the power of readied Melee Special abilities by 25%.,https://remnant.wiki/Latency
s2z9cc,Lithely,mutator,Dealing 50% - 20% of the attached Weapon's Magazine Base Damage increases reload speed by 3%. Lasts 7s. Max 5 Stacks.. At Max Level: Reloading at Max Stacks increases Ranged Damage by 20% for 15s.,https://remnant.wiki/Lithely
4m2lg1,Maelstrom,mutator,Increases this weapon's Elemental Damage by 5% - 10% for each unique Elemental Status Effect on the target.. At Max Level: Increases Mod Power Generation of Elemental Damage and Elemental Status damage by 20%.,https://remnant.wiki/Maelstrom
imqrfz,Misfortune,mutator,Increase Melee damage by 6% - 10%  for each unique Negative Status the target is suffering from.. At Max Level: Charge Melee Attacks apply SLOW for 3s.,https://remnant.wiki/Misfortune
cvbjvd,Momentum,mutator,When this weapon scores a Critical Hit  it increases Critical Chance and Critical Damage by 1% - 2% for 3s. Max 10 stacks.. At Max Level: Critical Hits from this weapon add 2 stacks. Increases duration by 2s.,https://remnant.wiki/Momentum
7Y9hfZ,Near-Sighted,mutator,Increases Ranged Damage of this weapon by 10% - 20% to enemies within 7m.. At Max Level: Increases Ranged Critical Chance of this weapon by 10% to enemies within 7m.,https://remnant.wiki/Near-Sighted
qca3zh,Opportunist,mutator,Perfect Dodge activates OPPORTUNITY which increases Melee Critical Chance by 50% - 100% for 2s.. At Max Level: While OPPORTUNITY is active  any Dodge or Combat Slide refreshes the duration.,https://remnant.wiki/Opportunist
mjzb0f,Overdrive,mutator,Melee Critical Hits increase Melee Critical Chance by 2% - 5% for 10s. stacking up to 5 times.. At Max Level: Melee Critical Strikes deal 25% additional damage.,https://remnant.wiki/Overdrive
EV4ULr,Pressure Point,mutator,Increases this weapon's Ranged and Mod Damage by 5% - 15% to enemies within 7m.. At Max Level: Activating this weapon's Mod triggers a fixed 7m blast  dealing 50 Explosive Damage per 100 Mod Power spent in a single cast. Inflicts 1.5 Stagger Damage.,https://remnant.wiki/Pressure_Point
lo6uce,Prophecy,mutator,Using this weapon's Mod increases Mod Power Generation by 3% - 6% for 10s. Max 5 stacks.. At Max Level: Increases Movement Speed by 3% per stack.,https://remnant.wiki/Prophecy
fcl7u2,Refunder,mutator,Shots from this weapon have a 20% - 50% chance to return spent Ammo to reserves.. At Max Level: Refunded Ammo has a 25% chance to also be added to stowed weapon reserves.,https://remnant.wiki/Refunder
5bfv3p,Reinvigorate,mutator,Reduces the Stamina Cost of all Charged Melee Attacks by 25% - 50%.. At Max Level: Melee Charge Attacks gain 20% additional damage and 10% Critical Chance.,https://remnant.wiki/Reinvigorate
jbrq12,Repercussion,mutator,Each enemy hit by Primary Fire grants 1 stack of REPERCUSSION  increasing Ranged Damage by 3% per stack. Max 5 stacks. Shots consume stacks.. At Max Level: Increases this weapon's Critical Chance by 3% per stack of REPERCUSSION.,https://remnant.wiki/Repercussion
ha3amj,Resentment,mutator,Gain 15% - 35% Melee Damage when Grey Health is present.. At Max Level: Reduces Stagger by 1 when using any Melee Attack.,https://remnant.wiki/Resentment
9htako,Searing Wounds,mutator,Increases Ranged Damage of this weapon by 1% - 10% to BURNING targets.. At Max Level: This weapon's Ranged Weakspot and Ranged Critical Hits apply BURNING  dealing 50 FIRE damage over 5s.,https://remnant.wiki/Searing_Wounds
23ztdj,Sequenced Shot,mutator,This weapon's Charged Shots decrease the Charge time of Subsequent Charge Shots by 10% - 35%  for 5s.. At Max Level: While active  Charged Primary Shots grant 1% Ranged Critical Chance per round spent. Max 15%.,https://remnant.wiki/Sequenced_Shot
bhov5r,Shielded Strike,mutator,Melee Attacks grant a Shield for 5% - 10% of Max Health. Max 25% - 30%. Lasts 5s.. At Max Level: Charged Melee Attacks deal 25% additional Melee Damage based on current Shield amount.,https://remnant.wiki/Shielded_Strike
7js906,Shocker,mutator,Empowers weapon after 3 hits. While empowered. the next Charged Melee Hit strikes all enemies within 7m with 50 - 100 SHOCK Damage.. At Max Level: The SHOCK  Damage now applies OVERLOADED dealing 125 damage every 5s over 25s.,https://remnant.wiki/Shocker
h98e7b,Slayer,mutator,Reloading increases this damage of this weapon's next shot by 10% - 25%. Lasts 3s.. At Max Level: Increases Reload Speed by 15%.,https://remnant.wiki/Slayer
xim1sx,Sleeper,mutator,This weapon becomes EMPOWERED when stowed for 5 seconds  granting 25% Critical Chance for 5s - 10s  after it's drawn.. At Max Level: While EMPOWERED  increases Critical Damage of this weapon by 15%,https://remnant.wiki/Sleeper
5Brz87,Spellweaver,mutator,Increases this weapon's Mod Damage and Mod Generation by 10% - 15% for 10s when activating a Skill.. At Max Level: Activating this weapon's Mod reduces Skill Cooldowns by 1% for every 100 Mod Power spent.,https://remnant.wiki/Spellweaver
